Keysight Technologies, DSOV084A Oscilloscope
Time,Amplitude
Data, 
0,1.0000061507667874
1.4705882352941177e-13,1.0014937276875424
2.9411764705882354e-13,0.99862931072318895
4.4117647058823531e-13,0.99554704080621359
5.8823529411764708e-13,0.99772664607414141
7.352941176470588e-13,0.99504176722501769
8.8235294117647062e-13,1.0003007180129873
1.0294117647058824e-12,1.0067010762277726
1.1764705882352942e-12,0.99753896740724335
1.3235294117647059e-12,0.99689762550090033
1.4705882352941176e-12,1.0024492102509259
1.6176470588235295e-12,1.0017844350408003
1.7647058823529412e-12,1.0005270712449894
1.911764705882353e-12,0.995347659776459
2.0588235294117649e-12,0.99985374088768364
2.2058823529411764e-12,1.0034765159722914
2.3529411764705883e-12,0.99327892726357458
2.5000000000000003e-12,0.9977119211947989
2.6470588235294118e-12,0.99049388630099577
2.7941176470588237e-12,0.99355231130107513
2.9411764705882352e-12,0.99079132481104137
3.0882352941176471e-12,0.99882454434462664
3.2352941176470591e-12,0.99366276759278149
3.3823529411764706e-12,1.0013563217941086
3.5294117647058825e-12,1.0007837554331211
3.676470588235294e-12,0.9990653452768502
3.8235294117647059e-12,0.98741620144589748
3.9705882352941179e-12,0.99730653552076687
4.1176470588235298e-12,0.99975749527299462
4.2647058823529417e-12,1.0005665449300165
4.4117647058823528e-12,0.99234932117247299
4.5588235294117647e-12,0.9976112336198304
4.7058823529411767e-12,0.99510740460971681
4.8529411764705886e-12,0.99595581380287201
5.0000000000000005e-12,1.0053044931169304
5.1470588235294116e-12,0.9959623266233405
5.2941176470588235e-12,0.9998373914752724
5.4411764705882355e-12,1.004421949336916
5.5882352941176474e-12,0.99708199783628348
5.7352941176470593e-12,0.99944149025207918
5.8823529411764704e-12,1.0005523207162474
6.0294117647058823e-12,1.0003189088712754
6.1764705882352943e-12,0.99387472086791151
6.3235294117647062e-12,1.000380701151885
6.4705882352941181e-12,1.0067941171087076
6.61764705882353e-12,0.99226427660935757
6.7647058823529411e-12,1.0042969134401081
6.9117647058823531e-12,1.0005967701284828
7.058823529411765e-12,0.99679264802946388
7.2058823529411769e-12,1.0100020827317122
7.352941176470588e-12,1.0038112985604235
7.5e-12,0.99400355548947383
7.6470588235294119e-12,1.0003725811438573
7.7941176470588238e-12,1.0028834479183508
7.9411764705882357e-12,0.9990560893732463
8.0882352941176476e-12,1.003414551335976
8.2352941176470596e-12,0.99966741339925291
8.3823529411764715e-12,1.0033362378041717
8.5294117647058834e-12,1.0071926129582807
8.6764705882352937e-12,0.9966216887449717
8.8235294117647056e-12,1.001015693051948
8.9705882352941176e-12,0.99768346211730796
9.1176470588235295e-12,1.0006363420561291
9.2647058823529414e-12,0.99406402736074928
9.4117647058823533e-12,0.9971034920174866
9.5588235294117652e-12,0.99901902013597754
9.7058823529411772e-12,1.004493819360502
9.8529411764705891e-12,1.0057261100372707
1.0000000000000001e-11,0.99338236103757871
1.0147058823529413e-11,0.99602678817006474
1.0294117647058823e-11,1.0032345171128672
1.0441176470588235e-11,0.99003790107912748
1.0588235294117647e-11,0.99768415067523819
1.0735294117647059e-11,0.99951356537164959
1.0882352941176471e-11,1.006285074886434
1.1029411764705883e-11,1.0034470195028538
1.1176470588235295e-11,0.99836393289888903
1.1323529411764707e-11,0.99815712052950023
1.1470588235294119e-11,0.99874902299741042
1.1617647058823531e-11,1.0076176470022808
1.1764705882352941e-11,0.99785987528713571
1.1911764705882353e-11,0.99848159805817638
1.2058823529411765e-11,1.0017629453364263
1.2205882352941177e-11,0.99939614777456776
1.2352941176470589e-11,0.99901357886017139
1.25e-11,0.99442966428424473
1.2647058823529412e-11,0.99994239265980722
1.2794117647058824e-11,0.99778209388512795
1.2941176470588236e-11,1.005830638880951
1.3088235294117648e-11,1.0032654425135059
1.323529411764706e-11,0.99987928193495035
1.338235294117647e-11,1.0033419051163368
1.3529411764705882e-11,0.99830065224143427
1.3676470588235294e-11,1.0052606317921347
1.3823529411764706e-11,0.99997300219664187
1.3970588235294118e-11,1.002916911770902
1.411764705882353e-11,0.99354553377338262
1.4264705882352942e-11,1.0017334002443921
1.4411764705882354e-11,0.99155897941316729
1.4558823529411766e-11,0.9898233552753003
1.4705882352941176e-11,0.99847761561144277
1.485294117647059e-11,0.99550036196200697
1.5e-11,1.0008202639785611
1.5147058823529413e-11,1.0112237831324302
1.5294117647058824e-11,0.99584138409293954
1.5441176470588237e-11,0.99688028206778045
1.5588235294117648e-11,1.0010270197303235
1.5735294117647058e-11,1.0024650664570618
1.5882352941176471e-11,0.99911796967047117
1.6029411764705882e-11,0.99897034834873388
1.6176470588235295e-11,1.0035123147756027
1.6323529411764706e-11,1.0025995381851696
1.6470588235294119e-11,0.9948316208396315
1.6617647058823529e-11,0.9996040934069208
1.6764705882352943e-11,1.0001764342433073
1.6911764705882353e-11,0.99472757688975444
1.7058823529411767e-11,1.0012991955033719
1.7205882352941177e-11,0.99571021761411727
1.7352941176470587e-11,1.0048603335395851
1.7500000000000001e-11,1.0009637295630254
1.7647058823529411e-11,1.0004465324288452
1.7794117647058825e-11,0.99704485823571865
1.7941176470588235e-11,0.99940695088061149
1.8088235294117649e-11,0.99001126853546473
1.8235294117647059e-11,0.99434296264738475
1.8382352941176472e-11,1.0018141989959437
1.8529411764705883e-11,0.98935716479088931
1.8676470588235296e-11,1.0042330426074058
1.8823529411764707e-11,1.1712695176231305
1.8970588235294117e-11,1.1837836925133214
1.911764705882353e-11,1.1757725148356033
1.9264705882352941e-11,1.1838949554217122
1.9411764705882354e-11,1.1806547560379239
1.9558823529411765e-11,1.1723158252985424
1.9705882352941178e-11,1.1862457437477922
1.9852941176470588e-11,1.187208535777613
2.0000000000000002e-11,1.179670975469999
2.0147058823529412e-11,1.1786304186391383
2.0294117647058826e-11,1.1792006651701468
2.0441176470588236e-11,1.1751242383861062
2.0588235294117646e-11,1.1854929337987845
2.073529411764706e-11,1.1772855403413489
2.088235294117647e-11,1.1797440479365415
2.1029411764705884e-11,1.1760335179839847
2.1176470588235294e-11,1.1768696345013989
2.1323529411764708e-11,1.173611374241744
2.1470588235294118e-11,1.1862853465685719
2.1617647058823532e-11,1.1792295621339699
2.1764705882352942e-11,1.184829608093644
2.1911764705882355e-11,1.1800666229845662
2.2058823529411766e-11,1.1765279823614854
2.2205882352941176e-11,1.1783665736999887
2.235294117647059e-11,1.1771988447474855
2.25e-11,1.1800397954959245
2.2647058823529413e-11,1.1781236658016152
2.2794117647058824e-11,1.1785003914202909
2.2941176470588237e-11,1.1731071265793203
2.3088235294117648e-11,1.1759657703618944
2.3235294117647061e-11,1.1882702877440021
2.3382352941176471e-11,1.1766438339187413
2.3529411764705882e-11,1.1747295310618824
2.3676470588235295e-11,1.1816866316628751
2.3823529411764706e-11,1.1870363609977825
2.3970588235294119e-11,1.1727298784875939
2.4117647058823529e-11,1.1789573907587436
2.4264705882352943e-11,1.1768397372303254
2.4411764705882353e-11,1.171194902628363
2.4558823529411767e-11,1.183674633546292
2.4705882352941177e-11,1.1798827804072256
2.4852941176470591e-11,1.1803572092214629
2.5000000000000001e-11,1.1762384426377719
2.5147058823529411e-11,1.1822739208149846
2.5294117647058825e-11,1.1773035132525633
2.5441176470588235e-11,1.1792854839575162
2.5588235294117649e-11,1.1744586960390924
2.5735294117647059e-11,1.173919486198959
2.5882352941176472e-11,1.1866776592765
2.6029411764705883e-11,1.1774644764773075
2.6176470588235296e-11,1.1814584017817789
2.6323529411764707e-11,1.1798310478261631
2.647058823529412e-11,1.1777942739861891
2.661764705882353e-11,1.1774601951483139
2.6764705882352941e-11,1.1831504129572279
2.6911764705882354e-11,1.1784906619773303
2.7058823529411765e-11,1.1792427817591435
2.7205882352941178e-11,1.1801111077859723
2.7352941176470588e-11,1.1858825416012599
2.7500000000000002e-11,1.1834025548731657
2.7647058823529412e-11,1.1819130013386399
2.7794117647058826e-11,1.1771821430332337
2.7941176470588236e-11,1.1730901563999676
